City_State,RPP_c,vals
"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",RPPs: All items,99
"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,110.2
"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Norwich-New London, CT (Metropolitan Statistical Area)",RPPs: All items,101
"Norwich-New London, CT (Metropolitan Statistical Area)",  RPPs: Goods,98
"Norwich-New London, CT (Metropolitan Statistical Area)",  RPPs: Services: Rents,107.5
"Norwich-New London, CT (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Ocala, FL (Metropolitan Statistical Area)",RPPs: All items,90.2
"Ocala, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Ocala, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,75.8
"Ocala, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Ocean City, NJ (Metropolitan Statistical Area)",RPPs: All items,106.1
"Ocean City, NJ (Metropolitan Statistical Area)",  RPPs: Goods,101.2
"Ocean City, NJ (Metropolitan Statistical Area)",  RPPs: Services: Rents,111
"Ocean City, NJ (Metropolitan Statistical Area)",  RPPs: Services: Other,107.9
"Odessa, TX (Metropolitan Statistical Area)",RPPs: All items,96.8
"Odessa, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Odessa, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,101.3
"Odessa, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Ogden-Clearfield, UT (Metropolitan Statistical Area)",RPPs: All items,95.1
"Ogden-Clearfield, UT (Metropolitan Statistical Area)",  RPPs: Goods,95.7
"Ogden-Clearfield, UT (Metropolitan Statistical Area)",  RPPs: Services: Rents,84.5
"Ogden-Clearfield, UT (Metropolitan Statistical Area)",  RPPs: Services: Other,101.6
"Oklahoma City, OK (Metropolitan Statistical Area)",RPPs: All items,91.6
"Oklahoma City, OK (Metropolitan Statistical Area)",  RPPs: Goods,97.6
"Oklahoma City, OK (Metropolitan Statistical Area)",  RPPs: Services: Rents,78.3
"Oklahoma City, OK (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Olympia-Tumwater, WA (Metropolitan Statistical Area)",RPPs: All items,106.9
"Olympia-Tumwater, WA (Metropolitan Statistical Area)",  RPPs: Goods,106.3
"Olympia-Tumwater, WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,112.9
"Olympia-Tumwater, WA (Metropolitan Statistical Area)",  RPPs: Services: Other,104
"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",RPPs: All items,93.4
"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",  RPPs: Goods,97.1
"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",  RPPs: Services: Rents,85.9
"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",RPPs: All items,98
"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,104.8
"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",RPPs: All items,91.1
"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",  RPPs: Services: Rents,76
"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Owensboro, KY (Metropolitan Statistical Area)",RPPs: All items,87
"Owensboro, KY (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Owensboro, KY (Metropolitan Statistical Area)",  RPPs: Services: Rents,62.2
"Owensboro, KY (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",RPPs: All items,117.2
"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",  RPPs: Goods,101.6
"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,171.6
"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,106.8
"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",RPPs: All items,95.6
"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,94.9
"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Panama City, FL (Metropolitan Statistical Area)",RPPs: All items,93.7
"Panama City, FL (Metropolitan Statistical Area)",  RPPs: Goods,96.9
"Panama City, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,89.6
"Panama City, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.5
"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",RPPs: All items,86.9
"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",  RPPs: Goods,97.6
"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",  RPPs: Services: Rents,61
"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",RPPs: All items,92.3
"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,82.8
"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Peoria, IL (Metropolitan Statistical Area)",RPPs: All items,90.8
"Peoria, IL (Metropolitan Statistical Area)",  RPPs: Goods,97.1
"Peoria, IL (Metropolitan Statistical Area)",  RPPs: Services: Rents,73.2
"Peoria, IL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",RPPs: All items,105.9
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",  RPPs: Goods,101.2
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",  RPPs: Services: Rents,111.3
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",  RPPs: Services: Other,107.9
"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",RPPs: All items,97.1
"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",  RPPs: Services: Rents,97.7
"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",  RPPs: Services: Other,96.5
"Pine Bluff, AR (Metropolitan Statistical Area)",RPPs: All items,82.9
"Pine Bluff, AR (Metropolitan Statistical Area)",  RPPs: Goods,96.9
"Pine Bluff, AR (Metropolitan Statistical Area)",  RPPs: Services: Rents,52.1
"Pine Bluff, AR (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Pittsburgh, PA (Metropolitan Statistical Area)",RPPs: All items,94.3
"Pittsburgh, PA (Metropolitan Statistical Area)",  RPPs: Goods,98.1
"Pittsburgh, PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,78.9
"Pittsburgh, PA (Metropolitan Statistical Area)",  RPPs: Services: Other,98.1
"Pittsfield, MA (Metropolitan Statistical Area)",RPPs: All items,96.2
"Pittsfield, MA (Metropolitan Statistical Area)",  RPPs: Goods,98
"Pittsfield, MA (Metropolitan Statistical Area)",  RPPs: Services: Rents,86.9
"Pittsfield, MA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Pocatello, ID (Metropolitan Statistical Area)",RPPs: All items,88.9
"Pocatello, ID (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Pocatello, ID (Metropolitan Statistical Area)",  RPPs: Services: Rents,68.5
"Pocatello, ID (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Portland-South Portland, ME (Metropolitan Statistical Area)",RPPs: All items,101.7
"Portland-South Portland, ME (Metropolitan Statistical Area)",  RPPs: Goods,98.3
"Portland-South Portland, ME (Metropolitan Statistical Area)",  RPPs: Services: Rents,109.3
"Portland-South Portland, ME (Metropolitan Statistical Area)",  RPPs: Services: Other,101.2
"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",RPPs: All items,101.7
"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",  RPPs: Goods,99
"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,117.7
"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",  RPPs: Services: Other,97.5
"Port St. Lucie, FL (Metropolitan Statistical Area)",RPPs: All items,96.7
"Port St. Lucie, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Port St. Lucie, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,99.4
"Port St. Lucie, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Prescott, AZ (Metropolitan Statistical Area)",RPPs: All items,95.6
"Prescott, AZ (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Prescott, AZ (Metropolitan Statistical Area)",  RPPs: Services: Rents,91.8
"Prescott, AZ (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",RPPs: All items,99.7
"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",  RPPs: Goods,98.7
"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",  RPPs: Services: Rents,98.2
"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",  RPPs: Services: Other,101.9
"Provo-Orem, UT (Metropolitan Statistical Area)",RPPs: All items,96.8
"Provo-Orem, UT (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Provo-Orem, UT (Metropolitan Statistical Area)",  RPPs: Services: Rents,91.9
"Provo-Orem, UT (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Pueblo, CO (Metropolitan Statistical Area)",RPPs: All items,91.5
"Pueblo, CO (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Pueblo, CO (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.4
"Pueblo, CO (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Punta Gorda, FL (Metropolitan Statistical Area)",RPPs: All items,94.7
"Punta Gorda, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Punta Gorda, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,91.7
"Punta Gorda, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Racine, WI (Metropolitan Statistical Area)",RPPs: All items,93.2
"Racine, WI (Metropolitan Statistical Area)",  RPPs: Goods,95.6
"Racine, WI (Metropolitan Statistical Area)",  RPPs: Services: Rents,83.3
"Racine, WI (Metropolitan Statistical Area)",  RPPs: Services: Other,95.8
"Raleigh, NC (Metropolitan Statistical Area)",RPPs: All items,95.9
"Raleigh, NC (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Raleigh, NC (Metropolitan Statistical Area)",  RPPs: Services: Rents,96.1
"Raleigh, NC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Rapid City, SD (Metropolitan Statistical Area)",RPPs: All items,90.8
"Rapid City, SD (Metropolitan Statistical Area)",  RPPs: Goods,96.2
"Rapid City, SD (Metropolitan Statistical Area)",  RPPs: Services: Rents,78.2
"Rapid City, SD (Metropolitan Statistical Area)",  RPPs: Services: Other,92.8
"Reading, PA (Metropolitan Statistical Area)",RPPs: All items,96.2
"Reading, PA (Metropolitan Statistical Area)",  RPPs: Goods,98
"Reading, PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,86.9
"Reading, PA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Redding, CA (Metropolitan Statistical Area)",RPPs: All items,97.4
"Redding, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Redding, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,95.1
"Redding, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Reno, NV (Metropolitan Statistical Area)",RPPs: All items,98.7
"Reno, NV (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Reno, NV (Metropolitan Statistical Area)",  RPPs: Services: Rents,100.9
"Reno, NV (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Richmond, VA (Metropolitan Statistical Area)",RPPs: All items,96.1
"Richmond, VA (Metropolitan Statistical Area)",  RPPs: Goods,97.7
"Richmond, VA (Metropolitan Statistical Area)",  RPPs: Services: Rents,97.7
"Richmond, VA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",RPPs: All items,107.4
"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",  RPPs: Goods,101.6
"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,117.6
"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,106.8
"Roanoke, VA (Metropolitan Statistical Area)",RPPs: All items,90.3
"Roanoke, VA (Metropolitan Statistical Area)",  RPPs: Goods,97
"Roanoke, VA (Metropolitan Statistical Area)",  RPPs: Services: Rents,76
"Roanoke, VA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Rochester, MN (Metropolitan Statistical Area)",RPPs: All items,93.9
"Rochester, MN (Metropolitan Statistical Area)",  RPPs: Goods,96.1
"Rochester, MN (Metropolitan Statistical Area)",  RPPs: Services: Rents,90.5
"Rochester, MN (Metropolitan Statistical Area)",  RPPs: Services: Other,92.8
"Rochester, NY (Metropolitan Statistical Area)",RPPs: All items,98
"Rochester, NY (Metropolitan Statistical Area)",  RPPs: Goods,98
"Rochester, NY (Metropolitan Statistical Area)",  RPPs: Services: Rents,93.7
"Rochester, NY (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Rockford, IL (Metropolitan Statistical Area)",RPPs: All items,89.9
"Rockford, IL (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Rockford, IL (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.3
"Rockford, IL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Rocky Mount, NC (Metropolitan Statistical Area)",RPPs: All items,83.9
"Rocky Mount, NC (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Rocky Mount, NC (Metropolitan Statistical Area)",  RPPs: Services: Rents,53.2
"Rocky Mount, NC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Rome, GA (Metropolitan Statistical Area)",RPPs: All items,81.1
"Rome, GA (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Rome, GA (Metropolitan Statistical Area)",  RPPs: Services: Rents,61
"Rome, GA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",RPPs: All items,102
"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,117.6
"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Saginaw, MI (Metropolitan Statistical Area)",RPPs: All items,88.8
"Saginaw, MI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Saginaw, MI (Metropolitan Statistical Area)",  RPPs: Services: Rents,67
"Saginaw, MI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"St. Cloud, MN (Metropolitan Statistical Area)",RPPs: All items,91.8
"St. Cloud, MN (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"St. Cloud, MN (Metropolitan Statistical Area)",  RPPs: Services: Rents,79.8
"St. Cloud, MN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"St. George, UT (Metropolitan Statistical Area)",RPPs: All items,94.6
"St. George, UT (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"St. George, UT (Metropolitan Statistical Area)",  RPPs: Services: Rents,88.5
"St. George, UT (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"St. Joseph, MO-KS (Metropolitan Statistical Area)",RPPs: All items,86.5
"St. Joseph, MO-KS (Metropolitan Statistical Area)",  RPPs: Goods,96.8
"St. Joseph, MO-KS (Metropolitan Statistical Area)",  RPPs: Services: Rents,61.8
"St. Joseph, MO-KS (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"St. Louis, MO-IL (Metropolitan Statistical Area)",RPPs: All items,90.8
"St. Louis, MO-IL (Metropolitan Statistical Area)",  RPPs: Goods,94.3
"St. Louis, MO-IL (Metropolitan Statistical Area)",  RPPs: Services: Rents,82.7
"St. Louis, MO-IL (Metropolitan Statistical Area)",  RPPs: Services: Other,91.4
"Salem, OR (Metropolitan Statistical Area)",RPPs: All items,95.9
"Salem, OR (Metropolitan Statistical Area)",  RPPs: Goods,99
"Salem, OR (Metropolitan Statistical Area)",  RPPs: Services: Rents,87.6
"Salem, OR (Metropolitan Statistical Area)",  RPPs: Services: Other,97.5
"Salinas, CA (Metropolitan Statistical Area)",RPPs: All items,108.1
"Salinas, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Salinas, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,151.6
"Salinas, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Salisbury, MD-DE (Metropolitan Statistical Area)",RPPs: All items,89.3
"Salisbury, MD-DE (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Salisbury, MD-DE (Metropolitan Statistical Area)",  RPPs: Services: Rents,83.7
"Salisbury, MD-DE (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Salt Lake City, UT (Metropolitan Statistical Area)",RPPs: All items,99.4
"Salt Lake City, UT (Metropolitan Statistical Area)",  RPPs: Goods,95.6
"Salt Lake City, UT (Metropolitan Statistical Area)",  RPPs: Services: Rents,104.2
"Salt Lake City, UT (Metropolitan Statistical Area)",  RPPs: Services: Other,101.8
"San Angelo, TX (Metropolitan Statistical Area)",RPPs: All items,93.9
"San Angelo, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.8
"San Angelo, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,87.3
"San Angelo, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",RPPs: All items,94.4
"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.5
"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,90.2
"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",RPPs: All items,116.3
"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",  RPPs: Goods,100.1
"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,167.6
"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,105.6
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",RPPs: All items,124.7
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",  RPPs: Goods,110.7
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,190.9
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,111
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",RPPs: All items,127.1
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",  RPPs: Goods,110.4
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,213.3
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,110.7
"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",RPPs: All items,107.1
"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,146.3
"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",RPPs: All items,124.8
"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",  RPPs: Goods,110.7
"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,177.6
"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,111
"Santa Fe, NM (Metropolitan Statistical Area)",RPPs: All items,99.8
"Santa Fe, NM (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Santa Fe, NM (Metropolitan Statistical Area)",  RPPs: Services: Rents,106.4
"Santa Fe, NM (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",RPPs: All items,109.5
"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,167.5
"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Santa Rosa, CA (Metropolitan Statistical Area)",RPPs: All items,121
"Santa Rosa, CA (Metropolitan Statistical Area)",  RPPs: Goods,110.7
"Santa Rosa, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,156.1
"Santa Rosa, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,111
"Savannah, GA (Metropolitan Statistical Area)",RPPs: All items,93.6
"Savannah, GA (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Savannah, GA (Metropolitan Statistical Area)",  RPPs: Services: Rents,86.9
"Savannah, GA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",RPPs: All items,92.3
"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",  RPPs: Goods,98
"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,72
"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",RPPs: All items,110.5
"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",  RPPs: Goods,106.3
"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,134
"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",  RPPs: Services: Other,104
"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",RPPs: All items,91.6
"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,90.5
"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Sebring, FL (Metropolitan Statistical Area)",RPPs: All items,82.6
"Sebring, FL (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Sebring, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,68.2
"Sebring, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Sheboygan, WI (Metropolitan Statistical Area)",RPPs: All items,90.4
"Sheboygan, WI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Sheboygan, WI (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.2
"Sheboygan, WI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Sherman-Denison, TX (Metropolitan Statistical Area)",RPPs: All items,92.1
"Sherman-Denison, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Sherman-Denison, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,79.7
"Sherman-Denison, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",RPPs: All items,89.9
"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",  RPPs: Goods,97.6
"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.8
"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",RPPs: All items,89.6
"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.3
"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",RPPs: All items,88.9
"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",  RPPs: Goods,95.7
"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",  RPPs: Services: Rents,67.7
"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",  RPPs: Services: Other,92.5
"Sioux Falls, SD (Metropolitan Statistical Area)",RPPs: All items,92.4
"Sioux Falls, SD (Metropolitan Statistical Area)",  RPPs: Goods,97.1
"Sioux Falls, SD (Metropolitan Statistical Area)",  RPPs: Services: Rents,81.2
"Sioux Falls, SD (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",RPPs: All items,88.7
"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",  RPPs: Goods,96.7
"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",  RPPs: Services: Rents,69.6
"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.1
"Spartanburg, SC (Metropolitan Statistical Area)",RPPs: All items,87.7
"Spartanburg, SC (Metropolitan Statistical Area)",  RPPs: Goods,97.5
"Spartanburg, SC (Metropolitan Statistical Area)",  RPPs: Services: Rents,65.7
"Spartanburg, SC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",RPPs: All items,95.2
"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",  RPPs: Goods,96
"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,85
"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.9
"Springfield, IL (Metropolitan Statistical Area)",RPPs: All items,91
"Springfield, IL (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Springfield, IL (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.8
"Springfield, IL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Springfield, MA (Metropolitan Statistical Area)",RPPs: All items,97.4
"Springfield, MA (Metropolitan Statistical Area)",  RPPs: Goods,98
"Springfield, MA (Metropolitan Statistical Area)",  RPPs: Services: Rents,91.9
"Springfield, MA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Springfield, MO (Metropolitan Statistical Area)",RPPs: All items,87.8
